2025-07-08T08:49:54.957+08:00  WARN 99473 --- [MyWebProject] [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9h27m40s805ms).
2025-07-08T09:08:36.581+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing POST /login
2025-07-08T10:14:56.774+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T10:14:56.775+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:14:56.776+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id C3132C7D781D12E2E9BC4D7B561C7A00
2025-07-08T10:14:56.776+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /store/all
2025-07-08T10:14:56.792+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:14:56.792+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:14:56.796+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:14:56.796+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from F72E74065AD6E62161D734F063D573A6
2025-07-08T10:14:56.796+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:14:56.801+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:14:56.804+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:14:56.809+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:14:56.813+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:14:56.825+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:14:56.829+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:14:56.841+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /orders/store
2025-07-08T10:14:56.856+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /orders/store
2025-07-08T10:14:56.862+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /orders/store
2025-07-08T10:14:56.865+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:14:56.871+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 09CDDE3338B9ADE5D8E9B6DBADE064A6
2025-07-08T10:14:56.874+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:14:57.274+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Securing GET /orders/user
2025-07-08T10:14:57.284+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Secured GET /orders/user
2025-07-08T10:14:57.641+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /userlist
2025-07-08T10:14:57.650+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /userlist
2025-07-08T10:15:06.418+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing OPTIONS /orderitems/4
2025-07-08T10:15:06.426+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /orderitems/4
2025-07-08T10:15:06.442+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from EE6E48F63368DF5050614551E3819AC1
2025-07-08T10:15:06.443+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /orderitems/4
2025-07-08T10:15:08.894+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing OPTIONS /orderitems/1
2025-07-08T10:15:08.903+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /orderitems/1
2025-07-08T10:15:08.937+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 15E48B617CDE61DC7F1FD45F4A629B1C
2025-07-08T10:15:08.938+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /orderitems/1
2025-07-08T10:15:10.985+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing OPTIONS /orderitems/2
2025-07-08T10:15:11.014+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /orderitems/2
2025-07-08T10:15:11.021+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 31CD7B6F646431253B7EC37E41EB3293
2025-07-08T10:15:11.022+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /orderitems/2
2025-07-08T10:15:12.263+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing OPTIONS /orderitems/3
2025-07-08T10:15:12.267+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /orderitems/3
2025-07-08T10:15:12.275+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 67675C4048405CDD68CBFD46AE95DE05
2025-07-08T10:15:12.275+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /orderitems/3
2025-07-08T10:15:18.212+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:15:18.212+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:15:18.212+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /products
2025-07-08T10:15:18.215+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:18.217+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:18.217+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /products
2025-07-08T10:15:18.222+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 8F1EDF205D900963F5B3AE741C47FF55
2025-07-08T10:15:18.226+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:15:18.227+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:15:18.229+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:18.269+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:15:18.284+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:15:18.299+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:15:18.299+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:15:18.303+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:15:18.308+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:15:18.319+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:18.344+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:18.367+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:15:18.377+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:15:18.392+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /products
2025-07-08T10:15:18.394+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:18.397+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 8F1EDF205D900963F5B3AE741C47FF55
2025-07-08T10:15:18.397+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /products
2025-07-08T10:15:18.425+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:18.431+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:18.451+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:18.456+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 6FE7972D6D50B42B9C28AAED485DA1C1
2025-07-08T10:15:18.464+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:19.351+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing OPTIONS /chat/room?buyerId=4&storeId=1
2025-07-08T10:15:19.388+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /chat/room?buyerId=4&storeId=1
2025-07-08T10:15:19.400+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from F0C929B5D7D793E547C9457191FA4C8B
2025-07-08T10:15:19.400+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /chat/room?buyerId=4&storeId=1
2025-07-08T10:15:19.451+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /chat/1
2025-07-08T10:15:19.453+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:19.454+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /chat/1
2025-07-08T10:15:19.532+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Securing GET /chat-websocket/info?t=1751940919523
2025-07-08T10:15:19.534+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:19.535+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Secured GET /chat-websocket/info?t=1751940919523
2025-07-08T10:15:19.556+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /chat-websocket/385/g12vom1o/websocket
2025-07-08T10:15:19.558+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:19.560+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /chat-websocket/385/g12vom1o/websocket
2025-07-08T10:15:21.025+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:15:21.026+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:15:21.031+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /categories
2025-07-08T10:15:21.031+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:21.032+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /categories
2025-07-08T10:15:21.032+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /products
2025-07-08T10:15:21.034+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from BDBE55EB2F1AE0FFFBBD91682ECE5905
2025-07-08T10:15:21.035+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:15:21.034+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:21.035+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:21.036+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:15:21.039+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:21.036+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id BDBE55EB2F1AE0FFFBBD91682ECE5905
2025-07-08T10:15:21.041+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /products
2025-07-08T10:15:21.046+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:15:21.052+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:15:21.084+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:15:21.090+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /categories
2025-07-08T10:15:21.092+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-11] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:15:21.092+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:21.092+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /categories
2025-07-08T10:15:21.105+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:21.106+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /products
2025-07-08T10:15:21.107+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:21.109+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /products
2025-07-08T10:15:21.115+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:21.238+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T10:15:21.238+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T10:15:21.238+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T10:15:21.238+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:21.238+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T10:15:21.238+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /store/all
2025-07-08T10:15:21.242+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 39B90FBDFAC7FB9AB376C5C9D4B63B11
2025-07-08T10:15:21.242+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T10:15:21.242+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T10:15:21.243+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T10:15:21.256+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T10:15:21.260+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T10:15:21.260+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 39B90FBDFAC7FB9AB376C5C9D4B63B11
